"url","name","locality","cuisine","price_per_person","overall_rating","food","service","ambiance","reviews","noise","dining_style"
"https://www.kayak.com/New-York-Restaurants-Le-Midi-Bar-Restaurant.100000080.rd.ksp","Le Midi Bar & Restaurant","Manhattan","French","$31 to $50","4.5","4.5","4.5","4.3","182","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Malai-Marke.100000083.rd.ksp","Malai Marke","East Village","Indian","$30 and under","4.4","4.6","4.3","3.9","26","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-The-Flatiron-Room.100000087.rd.ksp","The Flatiron Room - Nomad","Midtown","American","$31 to $50","4.5","4.2","4.4","4.8","312","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Bocca-Di-Bacco-Chelsea-20th-St-.100000173.rd.ksp","Bocca Di Bacco (Chelsea - 20th St.)","Chelsea","Italian","$30 and under","4.4","4.5","4.4","4.4","150","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Banc-Cafe.100000183.rd.ksp","Banc Cafe","Midtown","Contemporary American","$30 and under","4.6","4.4","4.4","4.4","2814","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-BXL-ZOUTE.100000198.rd.ksp","BXL ZOUTE","Flatiron District","Belgian","$30 and under","4.6","4.6","4.6","4.5","60","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Gallow-Green.100000254.rd.ksp","Gallow Green","Chelsea","Continental","$31 to $50","4.3","4.1","4.3","4.7","183","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Strip-House-Speakeasy.100000296.rd.ksp","Strip House Speakeasy","Manhattan","Steak","$30 and under","4.9","4.9","4.8","4.8","57","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Pasta-Lovers-Trattoria.100000367.rd.ksp","Pasta Lovers Trattoria","Midtown","Italian","$30 and under","4.6","4.6","4.6","4.5","170","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Cocotte.100000500.rd.ksp","Cocotte","SoHo","French","$31 to $50","4.8","4.8","4.7","4.7","513","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Joanne-Trattoria.100000555.rd.ksp","Joanne Trattoria","Upper West Side","Italian","$31 to $50","4.2","4.2","4.3","4.2","173","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Pig-and-Khao.100000556.rd.ksp","Pig and Khao","Lower East Side","Southeast Asian","$31 to $50","4.6","4.6","4.3","4.2","7651","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Jewel-Bako.100000559.rd.ksp","Jewel Bako","East Village","Sushi","$31 to $50","4.4","4.4","4.3","4.4","3436","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Murray-s-Cheese-Bar.100000666.rd.ksp","Murray's Cheese Bar","West Village","Contemporary American","$31 to $50","4.5","4.6","4.2","4.3","5232","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Blue-Ribbon-Sushi-Izakaya.100000695.rd.ksp","Blue Ribbon Sushi Izakaya","Lower East Side","Japanese","$30 and under","4.6","4.6","4.6","4.5","198","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-The-Australian.100000742.rd.ksp","The Australian","Midtown","Australian","$31 to $50","4.1","3.9","4.2","4.0","456","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Sel-Rrose.100000884.rd.ksp","Sel Rrose","Bowery","French","$30 and under","4.5","4.4","4.2","4.4","1771","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Maison-Harlem.100000958.rd.ksp","Maison Harlem","Harlem","French","$30 and under","4.6","4.5","4.4","4.6","130","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-44-X.100000962.rd.ksp","44 & X","Hell's Kitchen","American","$50 and over","4.5","4.5","4.4","4.3","8457","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Anassa-Taverna.100000971.rd.ksp","Anassa Taverna","Upper East Side","Greek","$31 to $50","4.4","4.4","4.2","4.2","7857","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-The-Milling-Room.100000981.rd.ksp","The Milling Room","Upper West Side","American","$31 to $50","4.6","4.6","4.4","4.7","471","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Lafayette.100001020.rd.ksp","Lafayette","NoHo","French","$31 to $50","4.5","4.3","4.3","4.6","186","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-La-Bergamote.100001028.rd.ksp","La Bergamote","Chelsea","French","$30 and under","4.5","4.4","4.3","4.3","43","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-La-Bergamote-Hell-s-Kitchen.100001029.rd.ksp","La Bergamote - Hell's Kitchen","Hell's Kitchen","French","$30 and under","4.6","4.6","4.2","4.2","13","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Piccola-Cucina-Osteria-Spring-St-.100001120.rd.ksp","Piccola Cucina Osteria - Spring St.","SoHo","Italian","$30 and under","4.6","4.6","4.6","4.3","250","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Fresco-by-Scotto.100001309.rd.ksp","Fresco by Scotto","Midtown","Italian","$31 to $50","4.5","4.5","4.5","4.3","7922","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Buenos-Aires.100001410.rd.ksp","Buenos Aires","East Village","Argentinean","$30 and under","4.9","4.9","4.8","4.8","99","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Agra-Restaurant.100001479.rd.ksp","Agra Restaurant","Upper East Side","Indian","$30 and under","4.6","4.6","4.6","4.1","30","Low","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Morton-s-The-Steakhouse-World-Trade-Center.100001553.rd.ksp","Morton's The Steakhouse - World Trade Center","Financial District","Steakhouse","$50 and over","4.5","4.5","4.6","4.3","111","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Bistango-Ristorante-29th-St-.100001684.rd.ksp","Bistango Ristorante 29th St.","Midtown","Italian","$30 and under","4.5","4.5","4.5","4.3","3497","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-da-Umberto.100001745.rd.ksp","da Umberto","Chelsea","Italian","$50 and over","4.7","4.7","4.7","4.6","203","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Reserve-Cut-at-Setai.100001747.rd.ksp","Reserve Cut","Financial District","Kosher","$50 and over","4.6","4.6","4.6","4.7","4188","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Oda-House.100001754.rd.ksp","Oda House","East Village","Georgian","$30 and under","4.5","4.6","4.3","4.1","1765","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Jean-Claude-2.100001781.rd.ksp","Jean Claude 2","Upper East Side","French","$30 and under","4.5","4.4","4.6","4.4","153","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Sel-et-Poivre-Restaurant.100001782.rd.ksp","Sel et Poivre Restaurant","Upper East Side","French","$31 to $50","4.6","4.5","4.4","4.3","60","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-The-Clam.100001938.rd.ksp","The Clam","Greenwich Village","Seafood","$31 to $50","4.8","4.8","4.8","4.7","90","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Good-Enough-to-Eat.100002041.rd.ksp","Good Enough to Eat","Upper West Side","Comfort food","$30 and under","4.0","3.8","3.9","3.7","642","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-The-Ellington.100002075.rd.ksp","The Ellington","Upper West Side","American","$30 and under","4.3","4.1","4.2","4.2","1337","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Bill-s-Bar-Burger-Downtown.100002095.rd.ksp","Bill's Bar & Burger Downtown","Financial District","Burgers","$30 and under","4.4","0.0","4.3","4.2","34","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Deux-Amis.100002261.rd.ksp","Deux Amis","Midtown","French","$30 and under","4.6","4.6","4.4","4.5","123","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-La-Brochette-Kosher-Steakhouse.100002272.rd.ksp","La Brochette Kosher Steakhouse","Midtown","Kosher","$50 and over","4.3","4.4","4.4","4.1","563","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Cagen.100002458.rd.ksp","Cagen","East Village","Japanese","$50 and over","4.6","4.6","4.6","4.2","850","Low","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Casa-Mezcal.100002530.rd.ksp","Casa Mezcal","Lower East Side","Regional Mexican","$31 to $50","4.3","4.2","3.9","4.3","796","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Lupa.100002557.rd.ksp","Lupa","Manhattan","Italian","$31 to $50","4.4","4.5","4.3","4.2","24595","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Gradisca.100002598.rd.ksp","Alice","West Village","Italian","$31 to $50","4.4","4.4","4.3","4.2","2339","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Tao-Downtown.100002621.rd.ksp","TAO Downtown - New York","Chelsea","Fusion / Eclectic","$31 to $50","4.5","4.6","4.3","4.7","1078","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-The-Wayfarer.100002645.rd.ksp","The Wayfarer","Midtown","American","$31 to $50","4.4","4.3","4.3","4.3","608","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-SuperNova.100002683.rd.ksp","SuperNova","Midtown","American","$30 and under","3.9","3.8","3.8","4.2","1038","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Clement.100002696.rd.ksp","Clement","Midtown","American","$31 to $50","4.7","4.5","4.8","4.8","90","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Lil-Frankie-s.100002782.rd.ksp","Lil' Frankie's","East Village","Italian","$30 and under","4.6","4.6","4.1","4.3","7201","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Supper-Restaurant.100002785.rd.ksp","Supper Restaurant","East Village","Italian","$30 and under","4.6","4.6","4.4","4.3","4746","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Zagara-Ristorante-Italiano.100002867.rd.ksp","Zagara Ristorante Italiano","Chelsea","Italian","$30 and under","4.5","4.4","4.5","4.2","239","Low","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Barawine.100003044.rd.ksp","Barawine","Harlem","French","$30 and under","4.1","4.2","3.8","4.2","44","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Toloache-Thompson-St-.100003052.rd.ksp","Toloache Thompson St.","Manhattan","Mexican","$31 to $50","4.4","4.4","4.2","4.0","3335","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Bella-Blu.100003068.rd.ksp","Bella Blu","Upper East Side","Italian","$31 to $50","4.7","4.8","4.6","4.4","105","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Pergola.100003146.rd.ksp","Pergola","Midtown","Mediterranean","$30 and under","4.4","4.4","4.0","4.4","3292","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Giorgio-s-of-Gramercy.100003204.rd.ksp","Giorgio's of Gramercy","Flatiron District","Contemporary American","$31 to $50","4.7","4.6","4.8","4.6","91","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Le-Baratin.100003210.rd.ksp","Le Baratin","West Village","Contemporary French / American","$31 to $50","4.8","4.7","4.7","4.7","126","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-L-Express.100003214.rd.ksp","L'Express","Gramercy","French","$30 and under","4.6","4.5","4.4","4.4","183","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Westville-Hudson.100003228.rd.ksp","Westville Hudson","Hudson Square","American","$30 and under","4.8","4.7","4.6","4.6","134","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Davio-s-Northern-Italian-Steakhouse-Manhattan.100003256.rd.ksp","Davio's - Manhattan","Midtown","Steakhouse","$31 to $50","4.5","4.5","4.6","4.4","479","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Sant-Ambroeus-SoHo.100003311.rd.ksp","Sant Ambroeus SoHo","Nolita","Italian","$31 to $50","4.7","4.6","4.5","4.5","5373","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-The-Shakespeare.100003385.rd.ksp","The Shakespeare","Midtown","British","$31 to $50","4.3","4.2","4.2","4.3","1621","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Little-Prince.100003598.rd.ksp","Little Prince","SoHo","French","$30 and under","4.5","4.5","4.3","4.4","6328","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Esca.100003650.rd.ksp","Esca","Hell's Kitchen","Italian","$30 and under","4.2","4.2","4.2","4.0","14102","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Blooms-Tavern.100003869.rd.ksp","Blooms Tavern","Midtown","American","$30 and under","4.4","4.6","4.4","4.1","14","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Sushi-Nakazawa-Sushi-Bar.100003881.rd.ksp","Sushi Nakazawa - Dining Room","West Village","Sushi","$50 and over","4.7","4.7","4.7","4.4","4336","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Gato.100004047.rd.ksp","Gato","NoHo","Mediterranean","$50 and over","4.6","4.6","4.5","4.5","17485","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-OCabanon.100004097.rd.ksp","OCabanon","Chelsea","French","$50 and over","4.2","4.3","4.2","4.1","2327","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-BXL-Cafe.100004098.rd.ksp","BXL Cafe","Midtown","Belgian","$31 to $50","4.5","4.5","4.5","4.2","112","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Aretsky-s-Patroon.100004211.rd.ksp","Aretsky's Patroon","Midtown","American","$31 to $50","4.9","4.9","4.9","4.8","176","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Brunetti-Pizza-West-Village.100004214.rd.ksp","Brunetti Pizza - West Village","West Village","Pizzeria","$30 and under","4.5","4.5","4.6","4.4","68","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-The-Palm-West-Side.100004277.rd.ksp","The Palm West Side","Midtown","Steakhouse","$50 and over","4.7","4.7","4.8","4.6","316","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Raoul-s-Waitlist.100004307.rd.ksp","Raoul's","SoHo","American","$31 to $50",NA,"4.6","0.0","0.0",NA,NA,"Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Mozzarella-Vino.100004373.rd.ksp","Mozzarella & Vino","Midtown","Italian","$31 to $50","4.4","4.4","4.4","4.3","3419","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Rice-N-Bean-Hell-s-Kitchen.100004374.rd.ksp","Rice N Bean - Hell's Kitchen","Hell's Kitchen","Brazilian","$30 and under","4.6","4.6","4.6","4.1","731","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Mi-Nidito.100004386.rd.ksp","Mi Nidito","Hell's Kitchen","Mexican","$30 and under","4.0","4.1","4.2","3.2","85","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Rizzo-s-Fine-Pizza-Co-Beer-Wine-Bar.100004555.rd.ksp","Rizzo's Fine Pizza Co. Beer & Wine Bar","Lower East Side","Pizzeria","$30 and under","4.5","4.6","4.6","4.3","246","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Amarone.100004595.rd.ksp","Amarone Scarlatto","Hell's Kitchen","Italian","$31 to $50","4.6","4.6","4.6","4.5","79","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Fonda-Chelsea.100004757.rd.ksp","Fonda Chelsea","Chelsea","Mexican","$31 to $50","4.5","4.6","4.4","4.4","174","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-El-Vez-New-York.100004791.rd.ksp","El Vez New York","Battery Park City","Mexican","$30 and under","4.5","4.4","4.3","4.3","10619","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Balzem.100004813.rd.ksp","Balzem","Nolita","Mediterranean","$30 and under","4.4","4.4","4.4","4.4","53","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-TESSA.100004909.rd.ksp","TESSA","Upper West Side","Mediterranean","$31 to $50","4.5","4.4","4.4","4.3","7002","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Claudette.100004943.rd.ksp","Claudette","Manhattan","French","$30 and under","4.5","4.4","4.4","4.5","9935","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-The-Skylark-NYC.100004953.rd.ksp","The Skylark NYC","Midtown","American","$30 and under","4.5","4.2","4.2","4.7","2756","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Sant-Ambroeus-Madison-Avenue.100005011.rd.ksp","Sant Ambroeus - Madison Avenue","Upper East Side","Italian","$50 and over","4.6","4.5","4.5","4.4","4916","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Aurora-Soho.100005026.rd.ksp","Aurora Soho","SoHo","Italian","$31 to $50","4.8","4.8","4.6","4.6","237","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Barbalu.100005029.rd.ksp","Barbalu","Financial District","Italian","$30 and under","4.5","4.4","4.4","4.4","46","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Amata.100005066.rd.ksp","Amata","Midtown","Italian","$31 to $50","4.7","4.7","4.7","4.6","60","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Bocca.100005078.rd.ksp","Bocca Cucina & Bar","Gramercy","Italian","$30 and under","4.3","4.3","4.3","4.1","7605","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Mike-s-Bistro-UES.100005102.rd.ksp","Mike's Bistro - UES","Midtown","Kosher","$50 and over","4.8","4.8","4.9","4.7","77","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Burke-Wills.100005151.rd.ksp","Burke & Wills","Upper West Side","Australian","$31 to $50","4.5","4.4","4.5","4.5","2821","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Mama-Mia-44sw.100005153.rd.ksp","Mama Mia - 44sw","Hell's Kitchen","Italian","$30 and under","4.5","4.5","4.4","4.4","75","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Bar-Primi.100005204.rd.ksp","Bar Primi","East Village","Italian","$30 and under","4.7","4.6","4.6","4.5","161","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Toloache-Midtown.100005229.rd.ksp","Toloache-Midtown","Midtown","Mexican","$30 and under","4.5","4.6","4.5","4.3","606","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Carroll-Place.100005231.rd.ksp","Carroll Place","Manhattan","Italian","$30 and under","4.2","4.2","4.0","4.2","133","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Racines-NY.100005375.rd.ksp","Chambers","Tribeca","Market Cuisine","$31 to $50","4.9","4.9","4.9","4.8","256","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Awadh.100005397.rd.ksp","Baazi","Upper West Side","Indian","$31 to $50","4.4","4.5","3.9","3.9","24","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-White-Oak-Tavern.100005524.rd.ksp","White Oak Tavern","Manhattan","Comfort food","$30 and under","4.5","4.4","4.5","4.5","2470","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Altesi-Ristorante.100005536.rd.ksp","Altesi Ristorante","Upper East Side","Italian","$31 to $50","4.7","4.7","4.8","4.5","99","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-The-Black-Ant.100005542.rd.ksp","The Black Ant","East Village","Mexican","$30 and under","4.6","4.6","4.4","4.3","54","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Arco-Cafe.100005549.rd.ksp","Arco Cafe","Upper West Side","Regional Italian (Sardinia)","$30 and under","4.7","4.8","4.7","4.5","108","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Obica-Mozzarella-Bar-Pizza-e-Cucina.100005621.rd.ksp","Obica Mozzarella Bar, Pizza e Cucina","Flatiron District","Italian","$31 to $50","4.3","4.2","4.3","4.4","104","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Gente.100005698.rd.ksp","Gente","Midtown","Italian","$31 to $50","4.0","3.9","4.0","3.7","2575","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Trinity-Place-Bar-Restaurant.100005889.rd.ksp","Trinity Place Bar & Restaurant","Financial District","Contemporary American","$30 and under","4.4","4.4","4.4","4.5","133","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-New-York-Kimchi.100006117.rd.ksp","New York Kimchi","Midtown","Korean","$30 and under","4.1","4.2","4.2","3.6","193","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Kappo-Masa.100006130.rd.ksp","Kappo Masa","Upper East Side","Japanese","$50 and over","4.6","4.7","4.6","4.7","172","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Orso-NYC.100006269.rd.ksp","Orso - NYC","Hell's Kitchen","Italian","$31 to $50","4.8","4.7","4.8","4.7","259","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Tocqueville.100006281.rd.ksp","Tocqueville","Chelsea","American","$50 and over","4.5","4.5","4.5","4.5","6962","Low","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Ecco.100006315.rd.ksp","Ecco","Tribeca","Italian","$31 to $50","4.7","4.7","4.8","4.7","347","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-212-Steakhouse.100006574.rd.ksp","212 Steakhouse","Midtown","Steakhouse","$31 to $50","4.4","4.4","4.6","4.4","106","Moderate","Fine Dining"
"https://www.kayak.com/New-York-Restaurants-Ponty-Bistro-Harlem.100006655.rd.ksp","Ponty Bistro - Harlem","Harlem","French","$30 and under","4.4","4.4","4.2","4.3","1213","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Masseria-dei-Vini.100006821.rd.ksp","Masseria dei Vini","Hell's Kitchen","Italian","$31 to $50","4.8","4.7","4.8","4.7","365","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Gran-Morsi.100006980.rd.ksp","Gran Morsi","Tribeca","Italian","$31 to $50","4.7","4.7","4.6","4.6","88","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Bistango-at-The-Kimberly-Hotel.100007017.rd.ksp","Bistango at The Kimberly Hotel","Midtown","Italian","$30 and under","4.7","4.7","4.6","4.4","104","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-The-Little-Beet-Table.100007039.rd.ksp","The Little Beet Table","Flatiron District","American","$31 to $50","4.8","4.7","4.7","4.5","194","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Bistro-Les-Amis.100007090.rd.ksp","Bistro Les Amis","SoHo","French","$31 to $50","4.6","0.0","4.7","4.6","95","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Balvanera.100007091.rd.ksp","Balvanera","Lower East Side","Argentinean","$31 to $50","4.6","4.6","4.5","4.4","1590","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Tuome.100007103.rd.ksp","Tuome","East Village","Contemporary American","$31 to $50","4.6","4.7","4.4","4.4","3425","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Finestra.100007127.rd.ksp","Finestra","Upper East Side","Italian","$30 and under","4.4","4.3","4.5","4.4","22","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Charlie-Palmer-at-The-Knick.100007136.rd.ksp","Charlie Palmer at The Knick","Midtown","Contemporary American","$31 to $50","4.1","4.0","4.0","4.2","1975","Low","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-ilili.100007317.rd.ksp","ilili","Midtown","Lebanese","$31 to $50","4.7","4.7","4.6","4.5","1048","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Monte-s-Trattoria.100007322.rd.ksp","Monte's Trattoria","Manhattan","Italian","$31 to $50","4.6","4.6","4.5","4.6","201","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Becco.100007324.rd.ksp","Becco","Hell's Kitchen","Italian","$31 to $50","4.6","4.6","4.6","4.4","1908","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Somtum-Der.100007396.rd.ksp","Somtum Der","East Village","Thaï","$30 and under","4.5","4.5","4.2","4.1","1932","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Caffe-dei-Fiori.100007409.rd.ksp","Caffe dei Fiori","Upper East Side","Italian","$31 to $50","4.5","4.4","4.5","4.4","1161","Low","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Market-Table.100007536.rd.ksp","Market Table","West Village","Contemporary American","$31 to $50","4.7","4.7","4.6","4.6","115","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-WILD-West-Village.100007594.rd.ksp","WILD - West Village","West Village","American","$30 and under","4.4","4.4","4.3","4.3","81","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Cafe-Clover.100007605.rd.ksp","Cafe Clover","West Village","Contemporary American","$31 to $50","4.6","4.4","4.3","4.5","9012","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Santina.100007781.rd.ksp","Santina","Meatpacking District","Italian","$31 to $50","4.5","4.4","4.2","4.4","13188","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Da-Claudio-Ristorante.100007819.rd.ksp","Da Claudio Ristorante","Financial District","Italian","$31 to $50","4.6","4.5","4.6","4.4","97","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Petrarca-Cucina-e-Vino.100007822.rd.ksp","Petrarca Cucina e Vino","Tribeca","Italian","$31 to $50","4.6","4.6","4.7","4.5","69","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Blossom-on-Columbus.100007848.rd.ksp","Blossom on Columbus","Upper West Side","Vegan","$30 and under","4.5","4.5","4.4","4.4","3780","Low","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Jack-s-Wife-Freda-Lafayette-Street.100007880.rd.ksp","Jack's Wife Freda - Lafayette Street","SoHo","Contemporary American","$30 and under","4.8","4.6","4.5","4.6","73","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Jack-s-Wife-Freda-Carmine-Street.100007881.rd.ksp","Jack's Wife Freda - Carmine Street","West Village","Contemporary American","$30 and under","4.7","4.7","4.8","4.6","90","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-August-Restaurant.100007937.rd.ksp","August Restaurant","Upper East Side","American","$31 to $50","4.5","4.6","4.4","4.5","130","Moderate","Casual Elegant"
"https://www.kayak.com/New-York-Restaurants-Javelina.100008166.rd.ksp","Javelina - Union Square","Gramercy","Tex-Mex","$31 to $50","4.5","4.5","4.4","4.3","133","Moderate","Casual Dining"
"https://www.kayak.com/New-York-Restaurants-Bocado-Cafe.100008200.rd.ksp","Bocado Cafe","Upper East Side","American","$30 and under","4.4","4.3","4.4","4.2","198","Moderate","Casual Dining"
